trainset/0013/0013_0002484/0013_0002484_script.jpg,991,0013_0002484
trainset/0007/0007_0001391/0000005.jpg,206,0007_0001391
trainset/0007/0007_0000666/0000004.jpg,128,0007_0000666
trainset/0007/0007_0001309/0000004.jpg,518,0007_0001309
trainset/0007/0007_0000788/0000000.jpg,186,0007_0000788
trainset/0007/0007_0000705/0000004.jpg,148,0007_0000705
trainset/0013/0013_0002063/0000010.jpg,810,0013_0002063
trainset/0013/0013_0001993/0000004.jpg,782,0013_0001993
trainset/0007/0007_0001358/0000004.jpg,548,0007_0001358
trainset/0013/0013_0002481/0000011.jpg,989,0013_0002481
trainset/0007/0007_0001170/0000000.jpg,441,0007_0001170
trainset/0013/0013_0001850/0000000.jpg,714,0013_0001850
trainset/0007/0007_0000787/0000000.jpg,223,0007_0000787
trainset/0013/0013_0001802/0000001.jpg,694,0013_0001802
trainset/0007/0007_0000648/0007_0000648_script.jpg,119,0007_0000648
trainset/0013/0013_0002460/0000008.jpg,981,0013_0002460
trainset/0013/0013_0002471/0000006.jpg,985,0013_0002471
trainset/0007/0007_0000980/0000000.jpg,332,0007_0000980
trainset/0013/0013_0002164/0013_0002164_script.jpg,852,0013_0002164
trainset/0007/0007_0000809/0000004.jpg,238,0007_0000809
trainset/0012/0012_0001696/0000001.jpg,646,0012_0001696
trainset/0013/0013_0001872/0000000.jpg,741,0013_0001872
trainset/0007/0007_0001233/0007_0001233_script.jpg,474,0007_0001233
trainset/0007/0007_0000650/0000000.jpg,121,0007_0000650
trainset/0007/0007_0000667/0007_0000667_script.jpg,129,0007_0000667
trainset/0013/0013_0002279/0000010.jpg,899,0013_0002279
trainset/0007/0007_0000939/0000011.jpg,308,0007_0000939
trainset/0007/0007_0000780/0000006.jpg,219,0007_0000780
trainset/0007/0007_0000713/0000003.jpg,153,0007_0000713
trainset/0013/0013_0001947/0000003.jpg,767,0013_0001947
trainset/0013/0013_0002432/0000006.jpg,971,0013_0002432
trainset/0007/0007_0001173/0000005.jpg,444,0007_0001173
trainset/0007/0007_0001281/0000003.jpg,500,0007_0001281
trainset/0001/0001_0000284/0000001.jpg,10,0001_0000284
trainset/0003/0003_0000343/0003_0000343_script_2.jpg,27,0003_0000343
trainset/0013/0013_0002002/0013_0002002_script.jpg,786,0013_0002002
trainset/0013/0013_0001899/0000003.jpg,751,0013_0001899
trainset/0007/0007_0001075/0000004.jpg,381,0007_0001075
trainset/0001/0001_0000265/0001_0000265_script.jpg,4,0001_0000265
trainset/0007/0007_0001329/0000005.jpg,530,0007_0001329
trainset/0013/0013_0002414/0000000.jpg,962,0013_0002414
trainset/0007/0007_0001004/0007_0001004_script.jpg,343,0007_0001004
trainset/0007/0007_0001083/0000000.jpg,388,0007_0001083
trainset/0007/0007_0000730/0000001.jpg,163,0007_0000730
trainset/0013/0013_0001771/0000001.jpg,679,0013_0001771
trainset/0014/0014_0002600/0014_0002600_script_2.jpg,1010,0014_0002600
trainset/0007/0007_0001182/0000001.jpg,449,0007_0001182
trainset/0013/0013_0001849/0013_0001849_script.jpg,713,0013_0001849
trainset/0013/0013_0002301/0000001.jpg,912,0013_0002301
trainset/0007/0007_0000965/0000001.jpg,323,0007_0000965
trainset/0007/0007_0001172/0000005.jpg,443,0007_0001172
trainset/0007/0007_0000649/0000009.jpg,120,0007_0000649
trainset/0006/0006_0000599/0000008.jpg,95,0006_0000599
trainset/0007/0007_0001357/0000006.jpg,547,0007_0001357
trainset/0007/0007_0001152/0000011.jpg,428,0007_0001152
trainset/0013/0013_0002404/0000001.jpg,957,0013_0002404
trainset/0007/0007_0001364/0000005.jpg,552,0007_0001364
trainset/0013/0013_0002093/0013_0002093_script.jpg,824,0013_0002093
trainset/0007/0007_0000967/0000004.jpg,324,0007_0000967
trainset/0007/0007_0000677/0000010.jpg,134,0007_0000677
trainset/0007/0007_0001281/0000002.jpg,500,0007_0001281
trainset/0007/0007_0000665/0000000.jpg,127,0007_0000665
trainset/0014/0014_0002614/0000001.jpg,1011,0014_0002614
trainset/0008/0008_0001524/0000000.jpg,605,0008_0001524
trainset/0007/0007_0000701/0007_0000701_script_2.jpg,146,0007_0000701
trainset/0013/0013_0001928/0013_0001928_script.jpg,761,0013_0001928
trainset/0003/0003_0000344/0000000.jpg,28,0003_0000344
trainset/0010/0010_0001636/0000002.jpg,629,0010_0001636
trainset/0013/0013_0002358/0000001.jpg,937,0013_0002358
trainset/0013/0013_0002089/0000011.jpg,821,0013_0002089
trainset/0014/0014_0002570/0000007.jpg,1005,0014_0002570
trainset/0007/0007_0001351/0000010.jpg,544,0007_0001351
trainset/0001/0001_0000298/0000017.jpg,15,0001_0000298
trainset/0007/0007_0001415/0007_0001415_script.jpg,580,0007_0001415
trainset/0007/0007_0001322/0000005.jpg,527,0007_0001322
trainset/0006/0006_0000584/0000004.jpg,91,0006_0000584
trainset/0013/0013_0002138/0013_0002138_script.jpg,839,0013_0002138
trainset/0007/0007_0000658/0000001.jpg,123,0007_0000658
trainset/0013/0013_0002205/0000001.jpg,728,0013_0002205
trainset/0005/0005_0000497/0000001.jpg,58,0005_0000497
trainset/0013/0013_0001899/0000010.jpg,751,0013_0001899
trainset/0013/0013_0001759/0013_0001759_script.jpg,673,0013_0001759
trainset/0013/0013_0001886/0013_0001886_script.jpg,745,0013_0001886
trainset/0007/0007_0000671/0000000.jpg,130,0007_0000671
trainset/0007/0007_0001379/0000000.jpg,560,0007_0001379
trainset/0007/0007_0000741/0000004.jpg,171,0007_0000741
trainset/0007/0007_0001064/0007_0001064_script.jpg,376,0007_0001064
trainset/0007/0007_0000963/0000002.jpg,321,0007_0000963
trainset/0008/0008_0001461/0000004.jpg,600,0008_0001461
trainset/0007/0007_0000655/0000004.jpg,122,0007_0000655
trainset/0007/0007_0000851/0000005.jpg,257,0007_0000851
trainset/0013/0013_0002157/0000000.jpg,849,0013_0002157
trainset/0006/0006_0000615/0000009.jpg,103,0006_0000615
trainset/0005/0005_0000475/0000010.jpg,54,0005_0000475
trainset/0005/0005_0000464/0000000.jpg,53,0005_0000464
trainset/0013/0013_0001987/0000009.jpg,779,0013_0001987
trainset/0007/0007_0001307/0000006.jpg,517,0007_0001307
trainset/0007/0007_0000791/0000005.jpg,225,0007_0000791
trainset/0013/0013_0001784/0000001.jpg,685,0013_0001784
trainset/0007/0007_0001425/0000004.jpg,588,0007_0001425
trainset/0007/0007_0001073/0000007.jpg,380,0007_0001073
trainset/0007/0007_0000836/0000001.jpg,249,0007_0000836
trainset/0007/0007_0000809/0000011.jpg,238,0007_0000809
trainset/0007/0007_0001075/0000001.jpg,381,0007_0001075
trainset/0006/0006_0000582/0000001.jpg,90,0006_0000582
trainset/0013/0013_0001966/0013_0001966_script.jpg,770,0013_0001966
trainset/0013/0013_0002229/0000005.jpg,880,0013_0002229
trainset/0013/0013_0002116/0000005.jpg,833,0013_0002116
trainset/0013/0013_0002205/0000001.jpg,728,0013_0002205
trainset/0007/0007_0001195/0000004.jpg,456,0007_0001195
trainset/0007/0007_0000843/0000005.jpg,255,0007_0000843
trainset/0006/0006_0000546/0006_0000546_script.jpg,73,0006_0000546
trainset/0012/0012_0001686/0012_0001686_script.jpg,641,0012_0001686
trainset/0007/0007_0000704/0007_0000704_script.jpg,183,0007_0000704
trainset/0013/0013_0002428/0013_0002428_script_2.jpg,969,0013_0002428
trainset/0007/0007_0001249/0000006.jpg,481,0007_0001249
trainset/0007/0007_0001310/0000007.jpg,519,0007_0001310
trainset/0013/0013_0002378/0000000.jpg,948,0013_0002378
trainset/0013/0013_0002413/0013_0002413_script.jpg,961,0013_0002413
trainset/0014/0014_0002515/0014_0002515_script.jpg,995,0014_0002515
trainset/0007/0007_0001149/0000011.jpg,427,0007_0001149
trainset/0007/0007_0001176/0000000.jpg,446,0007_0001176
trainset/0007/0007_0000764/0000004.jpg,211,0007_0000764
trainset/0007/0007_0001438/0000006.jpg,595,0007_0001438
trainset/0005/0005_0000512/0005_0000512_script.jpg,62,0005_0000512
trainset/0007/0007_0000822/0007_0000822_script.jpg,242,0007_0000822
trainset/0007/0007_0001302/0000004.jpg,203,0007_0001302
trainset/0007/0007_0001350/0007_0001350_script.jpg,543,0007_0001350
trainset/0003/0003_0000392/0003_0000392_script.jpg,44,0003_0000392
trainset/0013/0013_0002308/0013_0002308_script.jpg,915,0013_0002308
trainset/0013/0013_0002394/0000009.jpg,953,0013_0002394
trainset/0013/0013_0001728/0000001.jpg,661,0013_0001728
trainset/0007/0007_0000866/0000006.jpg,266,0007_0000866
trainset/0007/0007_0001182/0000005.jpg,449,0007_0001182
trainset/0007/0007_0000964/0000001.jpg,322,0007_0000964
trainset/0012/0012_0001695/0000005.jpg,645,0012_0001695
trainset/0007/0007_0000852/0000009.jpg,188,0007_0000852
trainset/0007/0007_0001282/0000001.jpg,501,0007_0001282
trainset/0013/0013_0001868/0000002.jpg,737,0013_0001868
trainset/0013/0013_0001889/0013_0001889_script.jpg,747,0013_0001889
trainset/0007/0007_0001034/0000007.jpg,194,0007_0001034
trainset/0007/0007_0000725/0000011.jpg,160,0007_0000725
trainset/0013/0013_0001768/0013_0001768_script.jpg,677,0013_0001768
trainset/0006/0006_0000576/0006_0000576_script_2.jpg,88,0006_0000576
trainset/0010/0010_0001619/0000008.jpg,626,0010_0001619
trainset/0007/0007_0000666/0000000.jpg,128,0007_0000666
trainset/0007/0007_0001231/0000001.jpg,473,0007_0001231
trainset/0013/0013_0002175/0013_0002175_script.jpg,856,0013_0002175
trainset/0013/0013_0002134/0000001.jpg,838,0013_0002134
trainset/0007/0007_0001324/0000009.jpg,529,0007_0001324
trainset/0007/0007_0000689/0007_0000689_script.jpg,141,0007_0000689
trainset/0010/0010_0001638/0000004.jpg,630,0010_0001638
trainset/0007/0007_0001391/0000000.jpg,206,0007_0001391
trainset/0005/0005_0000503/0000001.jpg,59,0005_0000503
trainset/0013/0013_0002484/0000008.jpg,991,0013_0002484
trainset/0013/0013_0002150/0000000.jpg,845,0013_0002150
trainset/0013/0013_0002014/0013_0002014_script.jpg,789,0013_0002014
trainset/0013/0013_0002030/0000000.jpg,795,0013_0002030
trainset/0007/0007_0001309/0007_0001309_script.jpg,518,0007_0001309
trainset/0007/0007_0001406/0000000.jpg,573,0007_0001406
trainset/0007/0007_0001122/0000001.jpg,409,0007_0001122
trainset/0007/0007_0001317/0007_0001317_script.jpg,522,0007_0001317
trainset/0013/0013_0002389/0000009.jpg,950,0013_0002389
trainset/0007/0007_0001324/0000005.jpg,529,0007_0001324
trainset/0013/0013_0002155/0000000.jpg,848,0013_0002155
trainset/0013/0013_0002278/0013_0002278_script.jpg,898,0013_0002278
trainset/0007/0007_0001324/0000010.jpg,529,0007_0001324
trainset/0013/0013_0001896/0013_0001896_script.jpg,750,0013_0001896
trainset/0002/0002_0000307/0000009.jpg,21,0002_0000307
trainset/0007/0007_0001029/0000011.jpg,356,0007_0001029
trainset/0010/0010_0001643/0000008.jpg,631,0010_0001643
trainset/0013/0013_0001761/0013_0001761_script.jpg,675,0013_0001761
trainset/0006/0006_0000620/0000000.jpg,105,0006_0000620
trainset/0007/0007_0001319/0007_0001319_script.jpg,524,0007_0001319
trainset/0013/0013_0001800/0000004.jpg,693,0013_0001800
trainset/0013/0013_0002304/0013_0002304_script.jpg,914,0013_0002304
trainset/0007/0007_0001361/0007_0001361_script.jpg,550,0007_0001361
trainset/0013/0013_0002356/0000011.jpg,935,0013_0002356
trainset/0007/0007_0001187/0000006.jpg,452,0007_0001187
trainset/0007/0007_0001242/0007_0001242_script.jpg,201,0007_0001242
trainset/0007/0007_0000795/0007_0000795_script_2.jpg,228,0007_0000795
trainset/0007/0007_0001146/0000004.jpg,426,0007_0001146
trainset/0007/0007_0000978/0007_0000978_script.jpg,330,0007_0000978
trainset/0007/0007_0000939/0007_0000939_script.jpg,308,0007_0000939
trainset/0013/0013_0002202/0013_0002202_script.jpg,869,0013_0002202
trainset/0013/0013_0002416/0013_0002416_script.jpg,963,0013_0002416
trainset/0007/0007_0000655/0000000.jpg,122,0007_0000655
trainset/0007/0007_0000955/0000004.jpg,317,0007_0000955
trainset/0007/0007_0000980/0007_0000980_script.jpg,332,0007_0000980
trainset/0013/0013_0002425/0000002.jpg,968,0013_0002425
trainset/0013/0013_0002309/0000003.jpg,916,0013_0002309
trainset/0007/0007_0001347/0007_0001347_script.jpg,541,0007_0001347
trainset/0007/0007_0000972/0000001.jpg,327,0007_0000972
trainset/0007/0007_0000979/0000009.jpg,331,0007_0000979
trainset/0008/0008_0001502/0000010.jpg,603,0008_0001502
trainset/0007/0007_0001165/0000004.jpg,438,0007_0001165
trainset/0007/0007_0000866/0000000.jpg,266,0007_0000866
trainset/0013/0013_0001807/0013_0001807_script.jpg,695,0013_0001807
trainset/0012/0012_0001660/0000007.jpg,634,0012_0001660
trainset/0007/0007_0001376/0000002.jpg,557,0007_0001376
trainset/0013/0013_0002313/0013_0002313_script.jpg,918,0013_0002313
